Quantify Compound Summary Report 

Printed Tue Aug 20 12:15:31 2019

Compound 1:  PFBA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.224	6	bb	529	0.13		1:26		0.77	12	3.871	-0.219	0.062	2.595	93	6.135	6.293	9.039		Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.221	25	bb	692	0.39		1:26		1.21	38	3.809	-0.378	0.216	2.686	375	6.152	6.310	33.416		Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	5.707	2	bb	1			1:44		1.00	2	6.330	-0.655	0.073	3.522	22	5.626	5.795	4.570		Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.222	8485	bb	6506	13.43		1:16		1.99	3642	4.482	1.729	0.571	3.132	112696	6.123	6.430	59.387		Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.222	8013	bb	5639	14.64		1:16		1.31	2575	4.595	0.961	0.324	3.085	106649	6.093	6.399	105.122		Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.195	22	bb	53			1:44		1.04	48	3.698	2.067	0.177	2.640	374	6.076	6.324	45.269		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.243	34	bb	355	1.00		1:27		0.81	65	3.691	2.465	-0.671	2.543	584	6.105	6.362	21.669		Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	6.332	1	db	227	0.04		1:27		0.99	1	2.793	-0.649	0.095	2.535	12	6.283	6.381	0.853		Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	5.824	1	bb	1			1:44		0.61	2	4.120	-0.105	-0.478	3.627	16	5.717	5.891	3.130		Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	6.222	3	bb	370	0.10		1:28		1.64	5	3.625	0.112	0.809	3.875	45	6.143	6.360			Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	6.243	6	bb	348	0.20		1:28		0.31	15	3.606	2.564	-1.314	3.559	104	6.065	6.303	13.978		Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	5.687	1	bb	1			1:44		1.84	3	3.525	-0.235	0.552	3.410	16	5.626	5.805	2.542		Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	6.225	115	bb	1162	1.03		1:29		1.09	183	3.968	0.001	0.223	2.779	1662	6.136	6.324	95.725		Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	6.233	135	bb	1125	1.24		1:29		1.17	147	5.497	-0.399	-0.021	3.067	1685	6.144	6.342	318.619		Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	6.074	1	bb	0			1:44		2.02	1	2.095	-0.128	0.606	3.074	11	6.014	6.202	0.769		Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	6.212	75	bb	795	0.98		1:30		1.32	149	3.762	-0.109	0.108	2.502	1161	6.143	6.311	155.168		Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	6.212	80	bb	620	1.33		1:30		1.01	128	3.668	-0.437	0.036	2.410	1237	6.143	6.291	92.919		Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	6.036	1	bb				1:44		0.86	3	4.188	-0.691	-0.043	2.839	18	5.948	6.115	9.182		Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	6.212	18	bb	834	0.23		1:31		0.49	24	3.568	1.370	-0.588	2.720	298	6.083	6.281	21.927		Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	6.224	47	bb	682	0.72		1:31		1.12	15	3.893	-0.101	0.188	2.830	663	6.144	6.313	42.361		Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	6.271	1	bb	2			1:44		0.82	1	2.506	-0.703	-0.108	2.895	12	6.192	6.340	0.727		Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	6.205	145	bb	2760	1.09		1:32		0.91	237	4.694	-0.315	0.095	2.980	1865	6.106	6.304	148.435		Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	6.202	237	bb	2538	1.93		1:32		0.79	5	4.338	-0.290	-0.044	2.623	3485	6.113	6.281	521.835		Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	5.783	1	bb	1			1:44		0.90	2	2.743	-0.805		2.087	10	5.724	5.840	0.995		Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	6.192	67	bb	988	1.41		1:33		1.81	67	4.677	0.388	0.436	3.143	869	6.123	6.330	74.018		Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	6.205	27	bb	1227	0.47		1:33		1.28	36	3.999	1.352	0.551	3.377	364	6.086	6.363	115.076		Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	5.776	1	bb	2			1:44		1.89	1	2.586	-0.280	0.449	3.192	12	5.727	5.882	0.319		Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	6.210	7345	bb	9795	7.73		1:34		1.41	878	4.487	0.391	0.281	3.067	96609	6.102	6.369	259.955		Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	6.205	7169	bb	9505	7.77		1:34		1.06	11993	4.555	-0.148	0.066	2.982	94506	6.096	6.324	103.559		Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	6.204	37	bb	44			1:44		1.31	42	5.746	-0.194	0.072	3.238	434	6.115	6.323	69.946		Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	6.215	509	bb	5349	0.99		1:15		1.07	87	5.210	-0.371	-0.020	3.138	6287	6.126	6.314	490.801		Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	6.205	839	bb	5838	1.49		1:15		1.38	45	4.977	-0.072	0.195	3.164	10308	6.106	6.343	411.901		Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	5.675	2	bb	4			1:44		1.13	3	4.023	-0.188	0.260	3.056	22	5.604	5.765	4.752		Analyte

Compound 27:  M8FOSA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	6.234	6515	bb		9.16	-8.4	1:15	10.000	1.08	1625	4.453	0.007	0.109	2.930	87691	6.115	6.363		91.6	Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	6.234	6939	bb		9.76	-2.4	1:15	10.000	1.25	7053	4.464	0.227	0.143	3.042	90883	6.115	6.382		97.6	Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	6.755	1	bb		0.00		1:44		0.58	1	1.543	-0.291	-0.573	3.270	13	6.688	6.800			Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	6.235	549	bb		0.77	-92.3	1:17	10.000	1.10	606	4.636	-0.327	0.077	2.914	7176	6.146	6.334		7.7	Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	6.222	658	bb		0.93	-90.7	1:17	10.000	1.28	1305	4.551	-0.187	0.145	2.955	8690	6.133	6.341		9.3	Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	6.410	2	bb		0.00		1:44		0.93	4	2.556	-0.320	0.089	3.006	35	6.341	6.479			Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	6.214	539	bb		0.76	-92.4	1:18	10.000	1.08	695	4.302	-0.259	0.114	2.835	7369	6.125	6.313		7.6	Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	6.225	478	bb		0.67	-93.3	1:18	10.000	0.76	703	4.536	-0.331	0.052	2.819	6490	6.116	6.314		6.7	Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	6.252	1	bb		0.00		1:44		1.63	2	3.888	0.065	0.594	3.897	17	6.163	6.400			Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	6.234	562	bb		0.79	-92.1	1:19	10.000	1.41	964	5.182	-0.033	0.203	3.171	6979	6.145	6.363		7.9	Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	6.215	495	bb		0.70	-93.0	1:19	10.000	1.05	730	4.580	-0.370	0.058	2.786	6818	6.136	6.304		7.0	Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	5.824	1	bb		0.00		1:44		0.67	1	2.025	-0.701	-0.241	3.495	11	5.747	5.881			Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.212	3282	bb		4.62	-53.8	1:20	10.000	1.15	517	4.413	-0.148	0.061	2.891	44054	6.104	6.341		46.2	Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.232	3694	bb		5.20	-48.0	1:20	10.000	1.26	4867	4.532	-0.180	0.168	2.971	48438	6.133	6.361		52.0	Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	6.202	15	bb		0.02		1:44		1.58	14	6.299	-0.655	0.047	3.316	160	6.123	6.331			Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.232	2592	bb		3.65	-63.5	1:21	10.000	1.31	3215	4.382	0.122	0.120	2.819	36358	6.123	6.380		36.5	Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.213	2578	bb		3.63	-63.7	1:21	10.000	1.03	4984	4.635	-0.140	0.072	3.052	32993	6.104	6.331		36.3	Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	6.262	15	bb		0.02		1:44		0.82	31	2.698	-0.467	-0.061	2.128	274	6.203	6.311			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.214	2086	bb		2.93	-70.7	1:22	10.000	1.53	319	4.458	0.534	0.347	3.043	27779	6.115	6.372		29.3	Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.232	2292	bb		3.22	-67.8	1:22	10.000	1.58	3599	4.481	0.809	0.449	3.112	30076	6.134	6.391		32.2	Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	6.235	13	bb		0.02		1:44		0.94	32	3.896	0.128	-0.279	3.071	189	6.136	6.334			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.224	2607	bb		3.67	-81.7	1:23	20.000	1.48	2868	4.370	0.260	0.223	2.980	34835	6.125	6.382		18.3	Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.212	2430	bb		3.42	-82.9	1:23	20.000	1.53	1852	4.768	-0.142	0.139	3.136	29806	6.123	6.360		17.1	Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	6.785	1	bb		0.00		1:44		2.28	2	2.938	-0.475	0.642	5.006	17	6.733	6.912			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.225	2063	bb		2.90	-85.5	1:24	20.000	1.45	2885	4.473	-0.012	0.237	3.060	26374	6.127	6.374		14.5	Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.225	2557	bb		3.60	-82.0	1:24	20.000	1.36	3358	4.455	0.032	0.224	3.030	33492	6.136	6.354		18.0	Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	6.450	6	bb		0.01		1:44		0.99	7	2.479	-0.443	-0.007	2.393	106	6.400	6.507			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.215	4599	bb		6.47	-67.7	1:25	20.000	1.10	6479	4.652	-0.008	0.110	2.971	60863	6.097	6.354		32.3	Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.222	5072	bb		7.13	-64.3	1:25	20.000	1.02	5351	4.396	0.050	0.158	2.910	69815	6.123	6.331		35.7	Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	6.235	63	bb		0.09		1:44		0.75	4	4.002	-0.237	-0.316	3.581	755	6.127	6.324			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	6.224	529	bb		0.74	-92.6	1:26	10.000	1.18	926	4.637	0.064	-0.068	3.106	6814	6.115	6.363		7.4	Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	6.232	692	bb		0.97	-90.3	1:26	10.000	1.27	1172	5.201	-0.239	0.132	3.120	8606	6.143	6.350		9.7	Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	6.942	1	db		0.00		1:44		1.51	2	2.588	-0.142	0.627	3.646	17	6.890	7.024			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	6.222	6506	bb		9.15	-8.5	1:16	10.000	1.31	7000	4.541	-0.077	0.143	2.918	87632	6.123	6.361		91.5	Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	6.232	5639	bb		7.93	-20.7	1:16	10.000	0.99	10579	4.620	-0.194	0.005	2.920	75230	6.114	6.351		79.3	Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	6.235	53	bb		0.07		1:44		0.65	102	3.820	0.499	-0.316	2.384	887	6.117	6.314			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	6.234	355	bb		0.50	-95.0	1:27	10.000	1.29	14	4.161	-0.079	0.213	2.983	4707	6.145	6.353		5.0	Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	6.234	227	bb		0.32	-96.8	1:27	10.000	1.10	94	5.565	-0.240	0.166	3.273	2675	6.135	6.343		3.2	Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	5.707	1	bb		0.00		1:44		1.14	1	2.133	-0.645	-0.053	4.862	12	5.606	5.825			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	6.222	370	bb		0.52	-94.8	1:28	10.000	1.67	670	5.002	-0.021	0.052	3.108	4629	6.123	6.390		5.2	Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	6.224	348	bb		0.49	-95.1	1:28	10.000	1.37	40	3.975	-0.338	0.040	2.641	5014	6.145	6.343		4.9	Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	6.553	1	db		0.00		1:44		3.86	2	0.753	-0.815	0.321	2.601	20	6.538	6.620			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	6.225	1162	bb		1.63	-83.7	1:29	10.000	0.97	1284	4.513	-0.106	0.033	2.974	15328	6.107	6.344		16.3	Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	6.224	1125	bb		1.58	-84.2	1:29	10.000	1.10	1745	4.505	-0.320	0.168	2.936	14472	6.125	6.333		15.8	Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	5.694	0	bb		0.00		1:44		1.01	1	1.991	-0.783	-0.140	2.908	7	5.633	5.764			Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	6.212	795	bb		1.12	-88.8	1:30	10.000	1.13	955	4.468	-0.061	0.187	2.927	10771	6.113	6.331		11.2	Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	6.222	620	bb		0.87	-91.3	1:30	10.000	0.74	756	5.039	-0.301	-0.022	3.013	8006	6.104	6.311		8.7	Analyte
48	AED-0031514-PFAS-18Jul19-048	blank							1:44													Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	6.212	834	bb		1.17	-88.3	1:31	10.000	1.06	1531	4.508	-0.083	0.020	2.945	11228	6.103	6.331		11.7	Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	6.214	682	bb		0.96	-90.4	1:31	10.000	1.16	1506	4.237	-0.085	-0.019	2.753	9860	6.115	6.333		9.6	Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	5.976	2	bb		0.00		1:44		0.49	2	4.063	-0.038	-0.371	4.351	19	5.822	6.054			Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	6.205	2760	bb		3.88	-80.6	1:32	20.000	1.21	2565	4.471	-0.182	0.069	2.863	37727	6.107	6.334		19.4	Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	6.203	2538	bb		3.57	-82.2	1:32	20.000	1.32	2421	4.714	-0.212	0.067	2.951	33194	6.104	6.341		17.8	Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	6.242	1	bb		0.00		1:44		1.04	2	3.491	-0.704	0.016	2.182	16	6.183	6.311			Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	6.202	988	bb		1.39	-93.1	1:33	20.000	1.07	909	4.380	-0.118	0.133	2.901	13430	6.103	6.311		6.9	Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	6.195	1227	bb		1.73	-91.4	1:33	20.000	1.38	1767	4.738	-0.191	0.108	2.948	16070	6.107	6.324		8.6	Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	6.186	2	bd		0.00		1:44		1.65	3	3.766	-0.582	0.291	3.403	21	6.127	6.294			Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	6.211	9795	bb		13.78	37.8	1:34	10.000	1.34	6701	4.457	0.379	0.233	3.028	130193	6.102	6.359		137.8	Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	6.196	9505	bb		13.37	33.7	1:34	10.000	1.48	1857	4.629	0.845	0.373	3.090	124846	6.097	6.354		133.7	Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	6.205	44	bb		0.06		1:44		1.17	22	6.287	-0.531	0.090	3.336	477	6.125	6.303			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	6.206	5349	bb		7.52	-24.8	1:15	10.000	1.43	5215	4.699	0.232	0.224	3.118	68555	6.097	6.364		75.2	Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	6.206	5838	bb		8.21	-17.9	1:15	10.000	2.63	2897	4.698	2.203	0.577	3.122	76342	6.107	6.472		82.1	Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	6.204	4	bb		0.01		1:44		1.57	5	3.593	-0.182	0.254	2.355	61	6.155	6.293			Analyte

Compound 28:  PFOS

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	5.635	1329	MM	7909	1.25		1:15		0.61	31	4.318	-0.799	-0.512	6.082	11724	5.437	5.756	2.386		Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	5.625	1599	MM	7318	1.61		1:15		0.59	2080	4.302	0.026	-0.739	5.478	16024	5.418	5.746	2.441		Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	5.390	1	bb	4			1:44		0.77	1	3.408	-0.591	0.077	4.199	16	5.287	5.474	1.355		Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	5.626	534	MM	4302	0.94		1:17		0.69	670	4.403	2.096	-1.163	4.407	6604	5.450	5.747	3.428		Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	5.623	508	MM	4122	0.93		1:17		0.44	123	4.070	0.055	-0.930	5.737	5618	5.416	5.714	1.809		Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	5.201	0	db	1			1:44		0.88	1	1.981	-0.850	-0.108	2.124	8	5.145	5.257	0.901		Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	5.614	620	MM	5843	0.81		1:18		0.79	138	4.175	2.228	-0.982	4.067	7903	5.446	5.746	5.643		Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	5.626	405	MM	5711	0.55		1:18		0.58	202	4.261	1.093	-1.205	5.187	4844	5.450	5.727	3.078		Analyte
9	AED-0031514-PFAS-18Jul19-009	blank				1			1:44													Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	5.624	322	MM	3976	0.63		1:19		0.57	229	4.532	-0.408	-0.691	5.466	3221	5.446	5.726	2.799		Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	5.616	301	MM	4042	0.58		1:19		0.55	65	4.460	0.305	-0.841	5.038	3117	5.431	5.717	3.204		Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	5.343	2	bb	1			1:44		0.52	2	1.728	0.114	-0.604	3.344	28	5.240	5.399	2.342		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	5.602	1227	MM	6989	1.31		1:20		0.47	1572	4.192	0.349	-0.902	5.085	13796	5.407	5.694	1.908		Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	5.623	1168	MM	6839	1.27		1:20		0.49	1265	4.371	-0.278	-0.724	5.346	11588	5.416	5.724	2.708		Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	5.304	1	db	2			1:44		1.27	2	2.142	-0.474	-0.054	2.698	13	5.248	5.379	4.251		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	5.623	913	MM	6451	1.06		1:21		0.51	940	4.291	-0.277	-0.747	5.209	9324	5.444	5.714	3.446		Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	5.603	973	MM	6450	1.13		1:21		0.60	1141	4.456	-0.403	-0.565	5.892	8331	5.398	5.724	3.672		Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	5.220	1	bb	1			1:44		0.82	3	1.981	-0.671	-0.012	2.117	15	5.164	5.267	0.910		Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	5.604	772	MM	4738	1.21		1:22		0.88	21	4.158	-0.147	-0.614	5.729	7379	5.409	5.775	1.706		Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	5.623	827	MM	5278	1.17		1:22		0.52	895	4.614	-0.544	-0.748	6.734	7549	5.407	5.735	2.789		Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	5.844	1	bb	1			1:44		0.47	1	3.432	-0.875	-0.324	4.045	10	5.748	5.892	0.868		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	5.625	2191	MM	11546	2.77		1:23		0.46	3094	4.261	-0.156	-0.740	5.370	21141	5.427	5.716	2.522		Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	5.613	1815	MM	11555	2.30		1:23		0.52	396	4.130	0.108	-0.868	5.732	18332	5.398	5.724	1.892		Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	5.422	1	bb	29			1:44		0.38	1	2.642	-0.573	-0.454	4.185	12	5.300	5.469	0.689		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	5.616	1997	MM	11788	2.48		1:24		0.55	127	4.310	-0.077	-0.812	5.994	18730	5.412	5.727	3.288		Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	5.616	2005	MM	10986	2.67		1:24		0.52	2054	4.290	0.300	-0.956	5.496	21494	5.422	5.717	2.586		Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	5.407	0	bb	1			1:44		0.88	0	2.641	-0.852	-0.046	2.136	7	5.351	5.463	0.933		Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	5.606	2038	MM	12463	2.39		1:25		0.55	3150	4.204	0.146	-0.871	5.498	21400	5.403	5.717	2.649		Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	5.623	2189	MM	12231	2.62		1:25		0.52	3538	4.353	-0.113	-0.788	5.759	21861	5.407	5.734	1.742		Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	5.468	0	bb	1			1:44		0.91	1	2.419	-0.808	0.004	2.655	8	5.422	5.514	1.205		Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	5.625	399	MM	4660	0.66		1:26		0.60	445	4.939	0.461	-0.759	4.580	4102	5.456	5.726	1.544		Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	5.622	382	MM	5174	0.57		1:26		0.41	359	4.165	-0.316	-0.570	5.332	3273	5.398	5.714	2.114		Analyte
33	AED-0031514-PFAS-18Jul19-033	blank				1			1:44													Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	5.633	13271	MM	5852	16.34		1:16		0.87	2377	4.428	-0.195	-0.675	6.111	121401	5.416	5.821	3.081		Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	5.633	12673	MM	5657	16.14		1:16		0.68	3811	4.492	-0.067	-0.699	5.823	120520	5.426	5.773	2.063		Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	5.616	4	bb	3			1:44		1.02	3	2.143	-0.459	-0.123	2.204	81	5.565	5.676	6.623		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	5.635	345	MM	4593	0.58		1:27		0.73	112	4.127	-0.335	-0.785	5.805	3595	5.427	5.785	2.563		Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	5.635	450	MM	3946	0.86		1:27		0.60	514	4.441	0.329	-0.927	4.933	4970	5.465	5.736	2.272		Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	5.487	2	bb	1			1:44		1.47	3	2.032	-0.638	0.001	2.142	30	5.440	5.565	3.995		Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	5.633	316	MM	3956	0.62		1:28		0.51	456	4.445	-1.096	-0.356	6.146	2674	5.435	5.734	3.456		Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	5.635	313	MM	3360	0.71		1:28		0.62	391	4.673	0.174	-0.780	5.127	3292	5.456	5.746	2.723		Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	5.757	2	bb	1			1:44		0.88	2	2.235	-0.617	0.025	2.552	24	5.676	5.834	0.918		Analyte
